fy,sheet,row,code,account_code,list_no,seq,ward_col,work_name,project_cost_rs,provision_rs,prabhag_list,prabhag_nums,n_prabhag,prabhag_primary,prabhag_sub,ward_col_num,ward_col_sub
2018-19,A_Capital_List,3826,CE20E101/SF1-408,CE20E101,SF1,408,,"प्र.क्र.16, (स्विकृत सदस्य) सोमवार पेठ ड्रेनेज दुरूस्ती चेंबर दुरूस्ती पावसाळी लाईन दुरूस्ती व तद्नुषंगिक कामे करणे (भाग 2)",,1000000.0,"[(16, None)]",[16],1,16.0,,,
2018-19,A_Capital_List,3827,CE20E101/SF1-409,CE20E101,SF1,409,,प्रभाग क्र. 38 ड मधील चिंतामणी हॉटेलमागे पावसाळी लाईन टाकणे.,,1000000.0,"[(38, 'ड')]",[38],1,38.0,ड,,
2018-19,A_Capital_List,3828,CE20E101/SF1-410,CE20E101,SF1,410,,प्रभाग क्र. 12 ड मधील कोथरुड गावठाण परिसरातील पावसाळी लाईन विषयक कामे करणे.,,1000000.0,"[(12, 'ड')]",[12],1,12.0,ड,,
2018-19,A_Capital_List,3829,CE20E101/SF1-411,CE20E101,SF1,411,,प्रभाग क्र. 12 ड मधील शास्त्रीनगर परिसरातील पावसाळी लाईन विषयक कामे करणे.,,1000000.0,"[(12, 'ड')]",[12],1,12.0,ड,,
2018-19,A_Capital_List,3830,CE20E101/SF1-412,CE20E101,SF1,412,,प्रभाग क्र. 12 ड मधील गुजरात कॉलनी परिसरातील पावसाळी लाईन विषयक कामे करणे.,,1000000.0,"[(12, 'ड')]",[12],1,12.0,ड,,
2018-19,A_Capital_List,3831,CE20E101/SF1-413,CE20E101,SF1,413,,रविवार पेठ येथील श्री सत्यनारायण मंदिर ते लोणारआळी येथे पावसाळी लाईन टाकणे,,1000000.0,[],[],0,,,,
2018-19,A_Capital_List,3832,CE20E101/SF1-414,CE20E101,SF1,414,,प्रभाग क्र.18 मध्ये पावसाळी लाईन व तद्नुषंगिक कामे करणे,,500000.0,"[(18, None)]",[18],1,18.0,,,
2019-20,A_Capital_List,3610,CE20E101/F1-11,CE20E101,F1,11,,"पुणे शहरातील वारंवार पूरसदृष्य परिस्थिती निर्माण होणाऱ्या ठिकाणी पावसाळी पाण्याचा निचरा करणेकरिता पावसाळी लाईन टाकणे, नाला सुधारणा कामे करणे, कल्व्हर्ट बांधणे व तद्‌नुषंगिक कामे करणे (टप्पा क्र.3)",,280000000.0,[],[],0,,,,
2019-20,A_Capital_List,3621,CE20E101/SF1-501,CE20E101,SF1,501,,"प्रभाग क्र.3क, मधील विविध परिसरामध्ये पावसाळी लाईन टाकणे",,1000000.0,"[(3, 'क')]",[3],1,3.0,क,,
2019-20,A_Capital_List,3622,CE20E101/SF1-502,CE20E101,SF1,502,,"प्रभाग क्र.३ ड त्रिदलनगर,शांतिरक्षक ते नगररोड पर्यंतच्या पावसाळी नाल्याची दुरुस्ती करणे.",,2000000.0,"[(3, 'ड')]",[3],1,3.0,ड,,
2019-20,A_Capital_List,3623,CE20E101/SF1-503,CE20E101,SF1,503,,"प्रभाग क्र.३ड संजयपार्क,त्रिदलनगर,शांतिरक्षक ते नगररोड पावसाळी नाल्याची दुरुस्ती करणे.",,1000000.0,"[(3, 'ड')]",[3],1,3.0,ड,,
2019-20,A_Capital_List,3624,CE20E101/SF1-504,CE20E101,SF1,504,,प्रभाग क्र.४ब श्रीराम नगर येथे पावसाळी लाईन टाकणे.,,1000000.0,"[(4, 'ब')]",[4],1,4.0,ब,,
2019-20,A_Capital_List,3625,CE20E101/SF1-505,CE20E101,SF1,505,,प्रभाग क्र.६ क मध्ये अहुरा वाईन्स ते गुंजन चौकापर्यत पावसाळी लाईन टाकणे,,1000000.0,"[(6, 'क')]",[6],1,6.0,क,,
2019-20,A_Capital_List,3626,CE20E101/SF1-506,CE20E101,SF1,506,,प्रभाग क्र. ७ ब मध्ये ९० ते ९५ गोखलेनगर चाळीत पावसाळी लाईन टाकणे,,1000000.0,"[(7, 'ब')]",[7],1,7.0,ब,,
2019-20,A_Capital_List,3627,CE20E101/SF1-507,CE20E101,SF1,507,,"प्रभाग क्र.7क,मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(7, 'क')]",[7],1,7.0,क,,
2019-20,A_Capital_List,3628,CE20E101/SF1-508,CE20E101,SF1,508,,"प्रभाग क्र.10अ,मधील कोथरूड डेपो परिसर व इतरत्र नवीन पावसाळी लाईन टाकणे व साफसफाई करणे.",,500000.0,"[(10, 'अ')]",[10],1,10.0,अ,,
2019-20,A_Capital_List,3629,CE20E101/SF1-509,CE20E101,SF1,509,,"प्रभाग क्र.10अ,एकलव्य कॉलेज परिसरात पावसाळी लाईन टाकणे",,1000000.0,"[(10, 'अ')]",[10],1,10.0,अ,,
2019-20,A_Capital_List,3630,CE20E101/SF1-510,CE20E101,SF1,510,,"प्रभाग क्र.10अ,मध्ये महात्मा सोसायटी परिसर व इतरत्र पावसाळी लाईन टाकणे",,1000000.0,"[(10, 'अ')]",[10],1,10.0,अ,,
2019-20,A_Capital_List,3631,CE20E101/SF1-511,CE20E101,SF1,511,,"प्रभाग क्र.10ब,मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(10, 'ब')]",[10],1,10.0,ब,,
2019-20,A_Capital_List,3632,CE20E101/SF1-512,CE20E101,SF1,512,,"प्रभाग क्र.10क,मधील शास्त्रीनगर व प्रभागात विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(10, 'क')]",[10],1,10.0,क,,
2019-20,A_Capital_List,3633,CE20E101/SF1-513,CE20E101,SF1,513,,"प्रभाग क्र.10ड, बावधन-कोथरूड डेपो अंतर्गत प्रभागातील विविध ठिकाणचे पावसाळी चेंबर साफसफाई करणे.",,1000000.0,"[(10, 'ड')]",[10],1,10.0,ड,,
2019-20,A_Capital_List,3634,CE20E101/SF1-514,CE20E101,SF1,514,,"प्रभाग क्र.11अ,मध्ये सोसायटया परिसरात विविध ठिकाणी मोठ्या व्यासाच्या पावसाळी लाईन टाकणे.",,1000000.0,"[(11, 'अ')]",[11],1,11.0,अ,,
2019-20,A_Capital_List,3635,CE20E101/SF1-515,CE20E101,SF1,515,,"प्रभाग क्र.11क,जयभवानीनगर येथे पावसाळी लाईन दुरूस्ती विषयक कामे करणे.",,1000000.0,"[(11, 'क')]",[11],1,11.0,क,,
2019-20,A_Capital_List,3636,CE20E101/SF1-516,CE20E101,SF1,516,,"प्रभाग क्र.11क,साम्राज्य पेठकर व सुतारदरा परिसरातील पावसाळी लाईन दुरूस्ती विषय़क कामे करणे.",,1000000.0,"[(11, 'क')]",[11],1,11.0,क,,
2019-20,A_Capital_List,3637,CE20E101/SF1-517,CE20E101,SF1,517,,"प्रभाग क्र.11क,मधील विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(11, 'क')]",[11],1,11.0,क,,
2019-20,A_Capital_List,3638,CE20E101/SF1-518,CE20E101,SF1,518,,"प्रभाग क्र.11ड,येथे विविध ठिकाणी तसेच अनंतकृपा सोसायटी परिसरामध्ये पावसाळी लाईन टाकणे व सिमेंट कॉक्रीटीकऱण कऱणे.",,1000000.0,"[(11, 'ड')]",[11],1,11.0,ड,,
2019-20,A_Capital_List,3639,CE20E101/SF1-519,CE20E101,SF1,519,,प्रभाग क्र. 12 अ मधील विविध ठिकाणी रस्त्यामधील खाली गेलेली पावसाळी चेंबर समपातळीत उचलणे व चेंबर कव्हर बदलणे.,,1000000.0,"[(12, 'अ')]",[12],1,12.0,अ,,
2019-20,A_Capital_List,3640,CE20E101/SF1-520,CE20E101,SF1,520,,"प्रभाग क्र. 12 अ मधील गजरात कॉलनी येथील पावसाळी लाईन दुरुस्त करणे, व साफसफाई करणे.",,1000000.0,"[(12, 'अ')]",[12],1,12.0,अ,,
2019-20,A_Capital_List,3641,CE20E101/SF1-521,CE20E101,SF1,521,,प्रभाग क्र. 12 अ मधील विविध ठिकाणी पावसाळी लाईन दुरुस्त करणे व साफसफाई करणे.,,1000000.0,"[(12, 'अ')]",[12],1,12.0,अ,,
2019-20,A_Capital_List,3642,CE20E101/SF1-522,CE20E101,SF1,522,,"प्रभाग क्र.13अ,मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे व चेंबर दुरूस्ती कामे करणे",,1000000.0,"[(13, 'अ')]",[13],1,13.0,अ,,
2019-20,A_Capital_List,3643,CE20E101/SF1-523,CE20E101,SF1,523,,"प्रभाग क्र.13क,मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.",,1000000.0,"[(13, 'क')]",[13],1,13.0,क,,
2019-20,A_Capital_List,3644,CE20E101/SF1-524,CE20E101,SF1,524,,प्रभाग क्र. १४ अ मध्ये विविध ठिकाणी पावसाळी लाईन साफसफाई करणे .,,1000000.0,"[(14, 'अ')]",[14],1,14.0,अ,,
2019-20,A_Capital_List,3645,CE20E101/SF1-525,CE20E101,SF1,525,,"प्रभाग क्र.15ब,मधील सुभाषनगर पिकॉक हॉटेल ते वाडीया हॉस्पीटल येथे पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे",,1000000.0,"[(15, 'ब')]",[15],1,15.0,ब,,
2019-20,A_Capital_List,3646,CE20E101/SF1-526,CE20E101,SF1,526,,"प्रभाग क्र.15ब,मधील हिराबाग चौक ते पासलकर चौक दरम्यान पावसाळी लाईन टाकणे",,1000000.0,"[(15, 'ब')]",[15],1,15.0,ब,,
2019-20,A_Capital_List,3647,CE20E101/SF1-527,CE20E101,SF1,527,,"प्रभाग क्र.15ब,मध्ये टिळक रोड व सुभाषऩगर येथे पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे",,1000000.0,"[(15, 'ब')]",[15],1,15.0,ब,,
2019-20,A_Capital_List,3648,CE20E101/SF1-528,CE20E101,SF1,528,,"प्रभाग क्र.15ड,मध्ये सदाशिव पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.",,1000000.0,"[(15, 'ड')]",[15],1,15.0,ड,,
2019-20,A_Capital_List,3649,CE20E101/SF1-529,CE20E101,SF1,529,,"प्रभाग क्र.15ड,मध्ये नारायण पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.",,1000000.0,"[(15, 'ड')]",[15],1,15.0,ड,,
2019-20,A_Capital_List,3650,CE20E101/SF1-530,CE20E101,SF1,530,,"प्रभाग क्र.15ड,मध्ये बुधवार पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.",,1000000.0,"[(15, 'ड')]",[15],1,15.0,ड,,
2019-20,A_Capital_List,3651,CE20E101/SF1-531,CE20E101,SF1,531,,"प्रभाग क्र.15ड,मध्ये शनिवार पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.",,1000000.0,"[(15, 'ड')]",[15],1,15.0,ड,,
2019-20,A_Capital_List,3652,CE20E101/SF1-532,CE20E101,SF1,532,,"प्रभाग क्र.15ड,मध्ये शुक्रवार पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.",,1000000.0,"[(15, 'ड')]",[15],1,15.0,ड,,
2019-20,A_Capital_List,3653,CE20E101/SF1-533,CE20E101,SF1,533,,"प्रभाग क्र. 16 अ मंगळवार पेठ पारगे चौक ते श्रीकृष्ण चौक, श्रमिकनगर येथे पावसाळी लाईन टाकणे.",,1000000.0,"[(16, 'अ')]",[16],1,16.0,अ,,
2019-20,A_Capital_List,3654,CE20E101/SF1-534,CE20E101,SF1,534,,प्रभाग क्र.16 ड येथे विविध ठिकाणी पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.,,1000000.0,"[(16, 'ड')]",[16],1,16.0,ड,,
2019-20,A_Capital_List,3655,CE20E101/SF1-535,CE20E101,SF1,535,,"प्रभाग क्र.१७अ, मध्ये विविध ठिकाणी पावसाळी लाईनीचे विविध विकास कामे करणे.",,1000000.0,"[(17, 'अ')]",[17],1,17.0,अ,,
2019-20,A_Capital_List,3656,CE20E101/SF1-536,CE20E101,SF1,536,,प्रभाग क्र. 17 ब मधील पावसाळी लाईन दुरुस्त करणे,,1000000.0,"[(17, 'ब')]",[17],1,17.0,ब,,
2019-20,A_Capital_List,3657,CE20E101/SF1-537,CE20E101,SF1,537,,प्रभाग क्र. 17 ब मधील रामोशी गेट ते 213 भवानी पेठ या ठिकाणी पावसाळी लाईन टाकणे,,1000000.0,"[(17, 'ब')]",[17],1,17.0,ब,,
2019-20,A_Capital_List,3658,CE20E101/SF1-538,CE20E101,SF1,538,,प्रभाग क्र. 17 ब मधील 213 ते 202 भवानी पेठ या ठिकाणी पावसाळी लाईन टाकणे,,1000000.0,"[(17, 'ब')]",[17],1,17.0,ब,,
2019-20,A_Capital_List,3659,CE20E101/SF1-539,CE20E101,SF1,539,,प्रभाग क्र. 17 ब मधील 202 ते 190 भवानी पेठ या ठिकाणी पावसाळी लाईन टाकणे,,1000000.0,"[(17, 'ब')]",[17],1,17.0,ब,,
2019-20,A_Capital_List,3660,CE20E101/SF1-540,CE20E101,SF1,540,,"प्रभाग क्र.१७ क, मध्ये विविध ठिकाणी पावसाळी लाईन व तद्‌नुषंगीक कामे करणे.",,1000000.0,"[(17, 'क')]",[17],1,17.0,क,,
2019-20,A_Capital_List,3661,CE20E101/SF1-541,CE20E101,SF1,541,,"प्रभाग क्र.18अ,संपूर्ण टिंबर मार्केट परिसरात पावसाळी लाईन टाकणे",,1000000.0,"[(18, 'अ')]",[18],1,18.0,अ,,
2019-20,A_Capital_List,3662,CE20E101/SF1-542,CE20E101,SF1,542,,"प्रभाग क्र.18क,मधील सिंहगड गॅरेज चौक ते 180 वसाहतीपर्यंत रस्ता पावसाळी व ड्रेनेज लाईन टाकून संपूर्ण रस्ता विकसित करणे.",,5000000.0,"[(18, 'क')]",[18],1,18.0,क,,
2019-20,A_Capital_List,3663,CE20E101/SF1-543,CE20E101,SF1,543,,"प्रभाग क्र. 18 ड मध्ये गुरुवार पेठ, कस्तुरी चौक,प्रभाग क्र. 18 ड गंजपेठ परिसरामध्ये पावसाळी लाईन साफसफाई करणे.",,1000000.0,"[(18, 'ड'), (18, 'ड')]",[18],1,18.0,ड,,
2019-20,A_Capital_List,3664,CE20E101/SF1-544,CE20E101,SF1,544,,"प्रभाग क्र. 18 ड मध्ये शुक्रवार पेठ, शिवाजी रोड, स्वारगेट लाईन परिसर,प्रभाग क्र. 18 ड खडकमाळ आळी परिसरामध्ये पावसाळी साफसफाई करणे.",,1000000.0,"[(18, 'ड'), (18, 'ड')]",[18],1,18.0,ड,,
2019-20,A_Capital_List,3665,CE20E101/SF1-545,CE20E101,SF1,545,,प्रभाग क्र. 18 ड मध्ये विविध ठिकाणी पावसाळी लाईन साफसफाई करणे.,,1000000.0,"[(18, 'ड')]",[18],1,18.0,ड,,
2019-20,A_Capital_List,3666,CE20E101/SF1-546,CE20E101,SF1,546,,प्रभाग क्र. 18 ड मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.,,1000000.0,"[(18, 'ड')]",[18],1,18.0,ड,,
2019-20,A_Capital_List,3667,CE20E101/SF1-547,CE20E101,SF1,547,,प्रभाग क्र.१९ ब लोहियानगर व काशिवाडी परिसरातील पावसाळी लाईन दुरुस्ती व गाळ काढणे,,1000000.0,"[(19, 'ब')]",[19],1,19.0,ब,,
2019-20,A_Capital_List,3668,CE20E101/SF1-548,CE20E101,SF1,548,,प्रभाग क्र.१९ ब हरकानगर व चुडामण तालिम परिसरातील पावसाळी लाईन दुरुस्ती व गाळ काढणे.,,1000000.0,"[(19, 'ब')]",[19],1,19.0,ब,,
2019-20,A_Capital_List,3669,CE20E101/SF1-549,CE20E101,SF1,549,,प्रभाग क्र.१९ ब भवानी पेठ परिसरातील पावसाळी लाईन दुरुस्ती व गाळ काढणे. इतर तदनुषंगिक कामे करणे.,,1000000.0,"[(19, 'ब')]",[19],1,19.0,ब,,
2019-20,A_Capital_List,3670,CE20E101/SF1-550,CE20E101,SF1,550,,प्रभाग क्र.१९ ब एकबोटे कॅालनी परिसरातील पावसाळी लाईन दुरुस्ती व गाळ काढण इतर तदनुषंगिक कामे करणे. इतर तदनुषंगिक कामे करणे.,,1000000.0,"[(19, 'ब')]",[19],1,19.0,ब,,
2019-20,A_Capital_List,3671,CE20E101/SF1-551,CE20E101,SF1,551,,प्रभाग क्र १९ क मध्ये पावसाळी लाईन दुरुस्ती विषयक कामे करणे,,1000000.0,"[(19, 'क')]",[19],1,19.0,क,,
2019-20,A_Capital_List,3672,CE20E101/SF1-552,CE20E101,SF1,552,,प्रभाग क्र १९ क विविध ठिकाणी पावसाळी जाळी बसविणे,,500000.0,"[(19, 'क')]",[19],1,19.0,क,,
2019-20,A_Capital_List,3673,CE20E101/SF1-553,CE20E101,SF1,553,,"प्रभाग क्र. १९ ड, मध्ये पी.एम.सी. कॉलनी क्र १० येथे पावसाळी लाईन टाकणे",,1000000.0,"[(19, 'ड')]",[19],1,19.0,ड,,
2019-20,A_Capital_List,3674,CE20E101/SF1-554,CE20E101,SF1,554,,"प्रभाग क्र. १९ ड, मध्ये जुना मोटार स्टँड ते धम्मा पाल पर्यत पावसाळी लाईन टाकणे",,1000000.0,"[(19, 'ड')]",[19],1,19.0,ड,,
2019-20,A_Capital_List,3675,CE20E101/SF1-555,CE20E101,SF1,555,,"प्रभाग क्र.२० अ मध्ये नानापेठ, मंगळवार पेठ राजेवाडी येथे विविध ठिकाणी पावसाळी लाईन टाकणे.",,1000000.0,"[(20, 'अ')]",[20],1,20.0,अ,,
2019-20,A_Capital_List,3676,CE20E101/SF1-556,CE20E101,SF1,556,,"प्रभाग क्र.20क,मध्ये संत कबीर चौक ते शांताबाई लडकत शाळा या ठिकाणी 18 इंची पावसाळी लाईन टाकणे",,1000000.0,"[(20, 'क')]",[20],1,20.0,क,,
2019-20,A_Capital_List,3677,CE20E101/SF1-557,CE20E101,SF1,557,,प्रभाग क्र.२० ड मध्ये पुणे स्टेशन परिसरात पावसाळी लाईन टाकणे.,,1000000.0,"[(20, 'ड')]",[20],1,20.0,ड,,
2019-20,A_Capital_List,3678,CE20E101/SF1-558,CE20E101,SF1,558,,प्रभाग क्र.२० ड मध्ये ससूण हॉस्पिटल समोर पावसाळी लाईन टाकणे.,,1000000.0,"[(20, 'ड')]",[20],1,20.0,ड,,
2019-20,A_Capital_List,3679,CE20E101/SF1-559,CE20E101,SF1,559,,प्रभाग क्र.२० ड मध्ये पॉवर हाऊस ते कादरभाई चौक पावसाळी लाईन टाकणे.,,1000000.0,"[(20, 'ड')]",[20],1,20.0,ड,,
2019-20,A_Capital_List,3680,CE20E101/SF1-560,CE20E101,SF1,560,,"प्रभाग क्र.22क,मधील मुंढवा स्मशानभूमी रोडला पावसाळी लाईन टाकणे",,1000000.0,"[(22, 'क')]",[22],1,22.0,क,,
2019-20,A_Capital_List,3681,CE20E101/SF1-561,CE20E101,SF1,561,,"प्रभाग क्र.28अ,मध्ये मिरा सोसायटी ते पंजाबी हॉल नाल्यापर्यंत पावसाळी लाईन टाकणे",,1500000.0,"[(28, 'अ')]",[28],1,28.0,अ,,
2019-20,A_Capital_List,3682,CE20E101/SF1-562,CE20E101,SF1,562,,"प्रभाग क्र.28अ,मध्ये डायसप्लॉट चौक ते गोल्डन बेकरी नाल्यापर्यंत पावसाळी लाईन टाकणे",,1000000.0,"[(28, 'अ')]",[28],1,28.0,अ,,
2019-20,A_Capital_List,3683,CE20E101/SF1-563,CE20E101,SF1,563,,प्रभाग क्र. 28 क येथील पुनम टेरेस अपार्टमेंट ते संत नामदेव शाळेपर्यंत पावसाळी लाईन टाकणे.,,1000000.0,"[(28, 'क')]",[28],1,28.0,क,,
2019-20,A_Capital_List,3684,CE20E101/SF1-564,CE20E101,SF1,564,,प्रभाग क्र. 28 क येथे सुपर लॉन्ड्री ते लक्ष्मी मंगल कार्यालय येथे पावसाळी लाईन टाकणे.,,1000000.0,"[(28, 'क')]",[28],1,28.0,क,,
2019-20,A_Capital_List,3685,CE20E101/SF1-565,CE20E101,SF1,565,,प्रभाग क्र. 28 क महर्षीनगर व मुकुंदनगर येथे पावसाळी लाईन व तदनुषंगिक कामे करणे.,,1000000.0,"[(28, 'क')]",[28],1,28.0,क,,
2019-20,A_Capital_List,3686,CE20E101/SF1-566,CE20E101,SF1,566,,"प्रभाग क्र.28ड,मध्ये टि.म.वि.कॉलनीमध्ये व विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(28, 'ड')]",[28],1,28.0,ड,,
2019-20,A_Capital_List,3687,CE20E101/SF1-567,CE20E101,SF1,567,,"प्रभाग क्र.29अ,विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(29, 'अ')]",[29],1,29.0,अ,,
2019-20,A_Capital_List,3688,CE20E101/SF1-568,CE20E101,SF1,568,,प्रभाग क्र. 29 ड- विविध ठिकाणी पावसाळी लाईन टाकणे.,,1000000.0,"[(29, 'ड')]",[29],1,29.0,ड,,
2019-20,A_Capital_List,3689,CE20E101/SF1-569,CE20E101,SF1,569,,"प्रभाग क्र.30ब,मध्ये पावसाळी जाळी बसविणे व दुरूस्ती विषयक कामे करणे.",,1000000.0,"[(30, 'ब')]",[30],1,30.0,ब,,
2019-20,A_Capital_List,3690,CE20E101/SF1-570,CE20E101,SF1,570,,"प्रभाग क्र.30ब,पावसाळी लाईन दुरूस्ती व सफाई करणे",,1000000.0,"[(30, 'ब')]",[30],1,30.0,ब,,
2019-20,A_Capital_List,3691,CE20E101/SF1-571,CE20E101,SF1,571,,"प्रभाग क्र.30क,स.नं.132 पासून दांडेकर पूल चौक पर्यंत मोठ्या व्यासाची पावसाळी लाईन टाकणे",,1000000.0,"[(30, 'क')]",[30],1,30.0,क,,
2019-20,A_Capital_List,3692,CE20E101/SF1-572,CE20E101,SF1,572,,प्रभाग क्र. 31 क पावसाळी ओढा साफ करणे व गाळ काढणे.,,1000000.0,"[(31, 'क')]",[31],1,31.0,क,,
2019-20,A_Capital_List,3693,CE20E101/SF1-573,CE20E101,SF1,573,,प्रभाग क्र. 31 ड मधील चिंतामणी सोसायटी परिसरात रस्ता पावसाळी लाईन टाकणे.,,2500000.0,"[(31, 'ड')]",[31],1,31.0,ड,,
2019-20,A_Capital_List,3694,CE20E101/SF1-574,CE20E101,SF1,574,,प्रभाग क्र. 31 ड मधील विविध ठिकाणी पावसाळी लाईन साफ करणे.,,1000000.0,"[(31, 'ड')]",[31],1,31.0,ड,,
2019-20,A_Capital_List,3695,CE20E101/SF1-575,CE20E101,SF1,575,,"प्रभाग क्र.32अ,पॉप्युलरनगर येथे पावसाळी लाईन टाकणे",,1500000.0,"[(32, 'अ')]",[32],1,32.0,अ,,
2019-20,A_Capital_List,3696,CE20E101/SF1-576,CE20E101,SF1,576,,"प्रभाग क्र.33अ,मधील वडगाव बुद्रुक विविध ठिकाणी पावसाळी लाईन टाकणे, दुरूस्त करणे व इतर विविध कामे करणे",,1000000.0,"[(33, 'अ')]",[33],1,33.0,अ,,
2019-20,A_Capital_List,3697,CE20E101/SF1-577,CE20E101,SF1,577,,"प्रभाग क्र.33अ,मधील धबाडी,वडगाव बुद्रुक, आंबेगाव बुद्रुक परिसरात विविध ठिकाणी पावसाळी लाईन टाकणे, दुरूस्त करणे व इतर विविध कामे करणे.",,1000000.0,"[(33, 'अ')]",[33],1,33.0,अ,,
2019-20,A_Capital_List,3698,CE20E101/SF1-578,CE20E101,SF1,578,,प्रभाग क्र.३३ब वडगाव व धायरी परिसरात पावसाळी लाईन विषयक कामे करणे.,,1000000.0,"[(33, 'ब')]",[33],1,33.0,ब,,
2019-20,A_Capital_List,3699,CE20E101/SF1-579,CE20E101,SF1,579,,"प्रभाग क्र.34क,मध्ये हिंगणे खु व माणिकबाग परिसरात पावसाळी लाईन टाकणे.",,1000000.0,"[(34, 'क')]",[34],1,34.0,क,,
2019-20,A_Capital_List,3700,CE20E101/SF1-580,CE20E101,SF1,580,,"प्रभाग क्र.34क,मध्ये आनंदनगर व सनसिटी परिसरात विविध ठिकाणी पावसाळी लाईन टाकणे.",,1000000.0,"[(34, 'क')]",[34],1,34.0,क,,
2019-20,A_Capital_List,3701,CE20E101/SF1-581,CE20E101,SF1,581,,"प्रभाग क्र.35अ,सहकारनगर नं.2 येथे विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(35, 'अ')]",[35],1,35.0,अ,,
2019-20,A_Capital_List,3702,CE20E101/SF1-582,CE20E101,SF1,582,,प्रभाग क्र.36ड मध्ये गणेश स्वीट ते पापळ वस्ती पावसाळी लाईन टाकणे.,,1000000.0,"[(36, 'ड')]",[36],1,36.0,ड,,
2019-20,A_Capital_List,3703,CE20E101/SF1-583,CE20E101,SF1,583,,प्रभाग क्र. 37 अ मध्ये विघ्नहर्ता नगर येथे विविध ठिकाणी पावसाळी लाईन टाकणे.,,1000000.0,"[(37, 'अ')]",[37],1,37.0,अ,,
2019-20,A_Capital_List,3704,CE20E101/SF1-584,CE20E101,SF1,584,,प्रभाग क्र. 37 अ मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.,,1000000.0,"[(37, 'अ')]",[37],1,37.0,अ,,
2019-20,A_Capital_List,3705,CE20E101/SF1-585,CE20E101,SF1,585,,"प्रभाग क्र.38अ,मध्ये विविध ठिकाणी स्ट्रॉम वॉटर लाईन टाकणे",,2000000.0,"[(38, 'अ')]",[38],1,38.0,अ,,
2019-20,A_Capital_List,3706,CE20E101/SF1-586,CE20E101,SF1,586,,"प्रभाग क्र. 38 ब शालिनी सोसायटी समोरील रोड मध्ये पावसाळी लाईन करणे.,",,1000000.0,"[(38, 'ब')]",[38],1,38.0,ब,,
2019-20,A_Capital_List,3707,CE20E101/SF1-587,CE20E101,SF1,587,,"प्रभाग क्र.38क,मोरेवस्ती व प्रभागात विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(38, 'क')]",[38],1,38.0,क,,
2019-20,A_Capital_List,3708,CE20E101/SF1-588,CE20E101,SF1,588,,"प्रभाग क्र.38क,राजीव गांधीनगर व प्रभागात विविध ठिकाणी पावसाळी लाईन टाकणे",,1000000.0,"[(38, 'क')]",[38],1,38.0,क,,
2019-20,A_Capital_List,3709,CE20E101/SF1-589,CE20E101,SF1,589,,प्रभाग क्र.३८ड मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे,,1000000.0,"[(38, 'ड')]",[38],1,38.0,ड,,
2019-20,A_Capital_List,3710,CE20E101/SF1-590,CE20E101,SF1,590,,प्रभाग क्र. 40 अ मध्ये भारती विद्यापीठ परिसरात विविध ठिकाणी पावसाळी लाईन टाकणे.,,1000000.0,"[(40, 'अ')]",[40],1,40.0,अ,,
2019-20,A_Capital_List,3711,CE20E101/SF1-591,CE20E101,SF1,591,,"प्रभाग क्र.40क,मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.",,1000000.0,"[(40, 'क')]",[40],1,40.0,क,,
2019-20,A_Capital_List,3712,CE20E101/SF1-592,CE20E101,SF1,592,,प्रभाग क्र. 41 अ मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.,,1000000.0,"[(41, 'अ')]",[41],1,41.0,अ,,
2019-20,A_Capital_List,3713,CE20E101/SF1-593,CE20E101,SF1,593,,"प्रभाग क्र. 41ब, मध्ये विविध परिसरात पावसाळी लाईन टाकणे.",,1000000.0,"[(41, 'ब')]",[41],1,41.0,ब,,
