fy,code,prabhag,prabhag_sub,ward_col,amount_rs,provision_rs,work_name
2021-22,CE20E101/SF1-140,36,क,36C,1000000.0,1000000.0,प्रभाग क्र. 36 क मध्ये पावसाळी लाईन टाकणे.
2021-22,CE20E101/SF1-141,21,अ,21A,10000000.0,10000000.0,प्रभाग क्र.21 अ मध्ये पावसाळी गटाराचे काम करणे.
2021-22,CE20E101/SF1-142,5,ड,5D,1000000.0,1000000.0,"प्रभाग क्र.5ड, मध्ये पावसाळी लाईन व नाला साफसफाई करणे"
2021-22,CE20E101/SF1-143,11,ड,11D,1000000.0,1000000.0,"प्रभाग क्र. 11 ड,सुतारदरा येथील शिवशक्तीनगर गल्ली क्र.27 अपूर्ण असलेली पावसाळी ड्रेनेज लाईन टाकणे व कॉक्रीटीकरण करणे"
2021-22,CE20E101/SF1-144,11,ड,11D,1000000.0,1000000.0,"प्रभाग क्र. 11 ड, येथे विविध ठिकाणी तसेच माधवबाग सोसायटी परिसरामध्ये पावसाळी लाईन टाकणे व सिमेंट कॉक्रीटीकरण करणे"
2021-22,CE20E101/SF1-145,11,ड,11D,1000000.0,1000000.0,"प्रभाग क्र. 11 ड, सुतारदरा येथील गल्ली क्र.27 मधील अर्धवट राहिलेले पावसाळी लाईनचे काम पूर्ण करणे व सिमेंट कॉक्रीटीकरण करणे"
2021-22,CE20E101/SF1-146,13,अ,13A,1000000.0,1000000.0,"प्रभाग क्र. 13 अ, प्रभागात इतरत्र पावसाळी लाईन टाकणे व दुरुस्ती विषयक कामे करणे."
2021-22,CE20E101/SF1-147,16,क,16C,500000.0,500000.0,"प्रभाग क्र. 16 क, 15 ऑगस्ट चौक ते हॉटेल पद्माकृष्ण पारगे चौक पावसाळी गटार करणे भाग1"
2021-22,CE20E101/SF1-148,16,क,16C,500000.0,500000.0,"प्रभाग क्र. 16 क, 15 ऑगस्ट चौक ते हॉटेल पद्माकृष्ण पारगे चौक पावसाळी गटार करणे भाग2"
2021-22,CE20E101/SF1-149,26,अ,26A,5000000.0,5000000.0,"प्रभाग क्र. 26 अ, मध्ये वाडकर मळा परिसरात पावसाळी लाईन टाकणे."
2021-22,CE20E101/SF1-150,31,अ,31A,1000000.0,1000000.0,प्रभाग क्र.३१ अ मधील रस्ते व पावसाळी लाईन विकसित करणे.
2021-22,CE20E101/SF1-151,2,अ,2A,1000000.0,1000000.0,"प्रभाग क्र2अ,टिंगरेनगर मधील रोड नंबर 6 येथील पावसाळी लाईन टाकणे"
2021-22,CE20E101/SF1-152,5,अ,5A,1000000.0,1000000.0,"प्रभाग क्र.५ अ, मध्ये पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे"
2021-22,CE20E101/SF1-153,5,अ,5A,1000000.0,1000000.0,"प्रभाग क्र.५ अ, मध्ये वडगावशेरी व कल्याणीनगर परिसरात पावसाळी लाईन टाकणे"
2021-22,CE20E101/SF1-154,5,ब,5B,1000000.0,1000000.0,"प्रभाग क्र.5ब,मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे"
2021-22,CE20E101/SF1-155,26,क,26C,1000000.0,1000000.0,"प्रभाग क्र. 26 क, क्लोव्हर हिल्स परिसरात पावसाळी लाईन विकसित करणे."
2021-22,CE20E101/SF1-156,41,ब,41B,1000000.0,1000000.0,प्रभाग क्र. ४१ ब मध्ये विविध ठिकाणी पावसाळी लाईन दुरुस्ती करणे व तदनुषंगिक कामे करणे.
2021-22,CE20E101/SF1-157,32,अ,32A,1000000.0,1000000.0,प्रभाग क्र.३२ अ मधील वारजे माळवाडी येथे पावसाळी लाईन टाकणे.
2021-22,CE20E101/SF1-158,17,ब,17B,2000000.0,2000000.0,"प्रभाग क्र.17ब सत्यनारायण मंदीर, रविवार पेठ ते लोणार आळी पावसाळी गटार लाईन टाकणे"
2021-22,CE20E101/SF1-160,14,ड,14D,1000000.0,1000000.0,"प्रभाग क्र.14ड, मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे"
2021-22,CE20E101/SF1-161,37,अ,37A,1000000.0,1000000.0,"प्रभाग क्र.37अ,मध्ये पी.एम.टी.कॉलनी,गॅस गोडाऊन येथे मोठया व्यासाची पावसाची लाईन टाकणे"
2021-22,CE20E101/SF1-162,19,क,19C,2000000.0,2000000.0,"प्रभाग क्र.19क,मधील विविध ठिकाणच्या पावसाळी जाळ्या बदलणे व साफसफाई करणे"
2021-22,CE20E101/SF1-163,25,अ,25A,2000000.0,2000000.0,"प्रभाग क्र.25अ, विविध ठिकाणी पावसाळी लाईन साफसफाई करणे"
2021-22,CE20E101/SF1-164,35,अ,35A,1000000.0,1000000.0,"प्रभाग क्र.35अ,मध्ये सहकारनगर 1 व 2 पावसाळी लाईन विषयक कामे करणे"
2021-22,CE20E101/SF1-165,20,ड,20D,1000000.0,1000000.0,प्रभाग क्र. 20 ड मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे
2021-22,CE20E101/SF1-166,20,ड,20D,1000000.0,1000000.0,प्रभाग क्र. 20 ड मध्ये ब्ल्यू नाईल ठिकाणी पावसाळी लाईन टाकणे
2021-22,CE20E101/SF1-167,32,ड,32D,2000000.0,2000000.0,"प्रभाग क्र. 32 ड मध्ये, असणा-या ओढ्यावर दोन ठिकाणी कल्वर्ट बांधणे."
2021-22,CE20E101/SF1-168,31,ड,31D,1000000.0,1000000.0,प्रभाग क्र.३१ ड कर्वेनगर मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.
2021-22,CE20E101/SF1-169,32,क,32C,1000000.0,1000000.0,प्रभाग क्र. 32 क मध्ये पावसाळी डक्ट करणे.
2021-22,CE20E101/SF1-170,32,क,32C,1000000.0,1000000.0,प्रभाग क्र. 32 क मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.
2021-22,CE20E101/SF1-171,32,क,32C,1000000.0,1000000.0,प्रभाग क्र. 32 क मध्ये यशोदीप चौक ते सर्विस रोड पावसाळी लाईन टाकणे.
2021-22,CE20E101/SF1-172,32,क,32C,1000000.0,1000000.0,प्रभाग क्र. 32 क मध्ये विविध ठिकाणी पावसाळी लाईन व तदनुषंगिक कामे करणे.
2021-22,CE20E101/SF1-173,32,क,32C,1000000.0,1000000.0,प्रभाग क्र. 32 क मध्ये विविध ठिकाणी पावसाळी आर.सी.सी. चेंबर बांधणे व इतर चेंबर दुरुस्ती विषयक कामे करणे.
2021-22,CE20E101/SF1-174,32,क,32C,10000000.0,10000000.0,प्रभाग क्र. 32 क मध्ये वारजे माळवाडी मध्ये डी.पी.रस्त्यावर कलव्हर्ट बांधणे.
2021-22,CE20E101/SF1-175,32,क,32C,5000000.0,5000000.0,प्रभाग क्र. 32 क मध्ये डी.पी. रस्त्यालगत पावसाळी लाईन विकसित करणे.
2021-22,CE20E101/SF1-176,40,ड,40D,1000000.0,1000000.0,प्रभाग क्रं. ४० ड मध्ये नॅन्सी लेकहोम येथे पावसाळी लाईन टाकणे.
2021-22,CE20E101/SF1-177,2,क,2C,1000000.0,1000000.0,प्रभाग क्र.२ क मधील स्व. माजी महापौर भारत सावंत पाम उद्यान शेजारी पावसाळी लाईन टाकणे.
2021-22,CE20E101/SF1-178,12,क,12C,1000000.0,1000000.0,प्रभाग क्र. 12 क शास्त्रीनगर परिसरामध्ये पावसाळी लाईन दुरूस्ती करणे.
2021-22,CE20E101/SF1-179,14,ब,14B,500000.0,500000.0,"प्रभाग क्र.14ब,मध्ये विविध ठिकाणी पावसाळी चेंबर दुरूस्ती करणे"
2021-22,CE20E101/SF1-180,15,ड,15D,1000000.0,1000000.0,प्रभाग क्र.१५ड मध्ये चिमण्या गणपती ते वंदे मातरम चौक दरम्यान पावसाळी लाईन टाकणे.
2021-22,CE20E101/SF1-181,18,ब,18B,1000000.0,1000000.0,"प्रभाग क्र.18ब,मध्ये बंदिवान मारूती मंडळ ते कस्तुरी चौक येथे पावसाळी लाईन व ड्रेनेज लाईन टाकणे"
2021-22,CE20E101/SF1-182,18,ब,18B,1000000.0,1000000.0,"प्रभाग क्र.18ब,मध्ये कस्तुरी चौक ते घसेटी पूल येथे पावसाळी लाईन व ड्रेनेज लाईन टाकणे"
2021-22,CE20E101/SF1-183,18,ब,18B,1000000.0,1000000.0,"प्रभाग क्र.18ब,मध्ये विविध ठिकाणी लोखंडी पावसाळी चेंबर कव्हर टाकणे"
2022-23,CE20E101/F1-26,9,,9,10000000.0,10000000.0,"प्रभाग क्रमांक 9 ज्युपीटर हॉस्पिटल चौक सुशोभिकरण व कल्व्हर्ट बांधणे, ॲप्रोच रस्ते विकसित करणे."
2022-23,CE20E101/F1-29,38,,38,2500000.0,2500000.0,प्रभाग क्रमांक 38 मधील आनंदनगरकडे जाणा-या नाल्यावरील कल्व्हर्ट बांधणे.
2022-23,CE20E101/F1-30,38,क,38,5000000.0,5000000.0,प्रभाग क्रमांक 38 कात्रज स.नं. 32 व 43 डी.पी. रस्त्यावरील कल्व्हर्ट विकसित करणे.
2022-23,CE20E101/F1-32,3,,3,5000000.0,5000000.0,प्रभाग क्रमांक 3 मध्ये विमाननगर चौकातील नाला कल्व्हर्ट बांधणे.
2022-23,CE20E101/F1-33,26,,26,5000000.0,5000000.0,"प्रभाग क्रमांक 26 महंमदवाडी येथील सं.नं. 19,20,26 मधील 24 मी डी.पी. रस्ता वरील नाल्या वर कल्व्हर्ट बांधणे"
2022-23,CE20E101/F1-34,20,,,10000000.0,10000000.0,प्रभाग क्र.२० मधील सायकल सोसायटी येथील नाला बॉक्स कल्व्हर्ट बांधणे
2023-24,CE20E101/F1-42,19,,,3000000.0,3000000.0,प्रभाग क्र.१९ मध्ये नाला कॅल्व्हट विषयक कामे करणे
2024-25,CE20E101/F1-47,29,,,3000000.0,3000000.0,प्रभाग क्र. २९ विजयनगर परिसरात पावसाळी लाईन टाकणे
2024-25,CE20E101/F1-49,2,,,10000000.0,10000000.0,प्रभाग क्र २ मधील इ कॉमर झोन ते मेंटल हॉस्पिटल पावसाळी लाईन टाकणे.
2025-26,CE20E101/F1-74,13,,,2500000.0,2500000.0,प्र.क्र.१३ नवसह्याद्री सोसायटी व परिसरात पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे
2025-26,CE20E101/F1-75,11,,,2500000.0,2500000.0,प्र.क्र. ११ प्रभागातील विविध रस्त्यांवरील पावसाळी चेंबर व पावसाळी लाईन दुरुस्त करणे तसेच चेंबर समपातळीत करणे
2025-26,CE20E101/F1-77,12,,,5000000.0,5000000.0,"प्र.क्र. १२ मध्ये बधाई चौक ते भेलकेनगर येथे रस्त्याच्या दोन्ही बाजूने पावसाळी लाईन टाकणे व रस्ता काँक्रीटीकरण करणे,"
2025-26,CE20E101/F1-78,19,,,1000000.0,1000000.0,"प्र.क्र. १९ भवानी पेठ, बालाजी मंदिर नेहरू रोड व इतर परिसरातील पावसाळी जाळ्या साफसफाई करणे व आवश्यक त्या ठिकाणी नवीन जाळ्या बसविणे"
2025-26,CE20E101/F1-79,28,,,1000000.0,1000000.0,प्र.क्र. २८ सिजीएस हॉस्पिटल मुकुंद नगर मागील बाजूस पावसाळी लाईन टाकणे
