fy,code,prabhag,prabhag_sub,ward_col,amount_rs,provision_rs,work_name
2018-19,CE20E101/SF1-358,20,ड,,1000000.0,1000000.0,प्रभाग क्र. 20 डमध्ये प्रगतशील मंडळ ते मैफीलवाडा पर्यंत पावसाळी लाईन टाकणे.
2018-19,CE20E101/SF1-359,20,ड,,1000000.0,1000000.0,प्रभाग क्र. 20 डमध्ये कै.तुकाराम शेठ शिंदे वाहनतळ ते ससून हॉस्पीटल पर्यंत पावसाळी लाईन टाकणे.
2018-19,CE20E101/SF1-360,20,ड,,1000000.0,1000000.0,प्रभाग क्र. 20 ड सेंट्रल बिल्डींग ते हॉटेल वुडलॅंड पर्यंत पावसाळी लाईन टाकणे.
2018-19,CE20E101/SF1-361,22,अ,,1000000.0,1000000.0,"प्रभाग क्र.22अ,पावसाळी लोखंडी जाळ्या बसविणे."
2018-19,CE20E101/SF1-362,27,अ,,1000000.0,1000000.0,"प्रभाग क्र.27अ,विविध ठिकाणी पावसाळी लाईन साफसफाई व दुरूस्ती करणे"
2018-19,CE20E101/SF1-363,27,अ,,1000000.0,1000000.0,"प्रभाग क्र.27अ, स.नं.42,43,44,45 मध्ये नवीन पावसाळी लाईन टाकणे"
2018-19,CE20E101/SF1-364,27,क,,1000000.0,1000000.0,"प्रभाग क्र.27क,मध्ये पावसाळी लाईन साफसफाई करणे."
2018-19,CE20E101/SF1-365,28,ड,,1000000.0,1000000.0,"प्रभाग क्र.28ड,मध्ये अनिल अपार्टमेंट येथे पावसाळी लाईन टाकणे."
2018-19,CE20E101/SF1-366,29,ब,,1000000.0,1000000.0,"प्रभाग क्र.29ब,विविध ठिकाणी पावसाळी लाईन टाकणे"
2018-19,CE20E101/SF1-367,29,ड,,1000000.0,1000000.0,"प्रभाग क्र.29ड, विविध ठिकाणी पावसाळी लाईन टाकणे"
2018-19,CE20E101/SF1-368,30,ब,,1000000.0,1000000.0,"प्रभाग क्र.30ब,श्रीकृष्ण मंडळ ते गल्ली क्र.108 पर्यंत पावसाळी लाईन टाकणे"
2018-19,CE20E101/SF1-369,30,ब,,1000000.0,1000000.0,"प्रभाग क्र.30ब,शंकर मंदिर परिसरात पावसाळी लाईन टाकणे"
2018-19,CE20E101/SF1-370,30,ब,,1000000.0,1000000.0,"प्रभाग क्र.30ब,आपला चौक ते गणेश मंडळ पावसाळी लाईन टाकणे"
2018-19,CE20E101/SF1-371,30,ब,,1000000.0,1000000.0,"प्रभाग क्र.30ब,गणेश मंडळ ते भाजी मंडई परिसरात पावसाळी लाईन टाकणे"
2018-19,CE20E101/SF1-372,30,ब,,1000000.0,1000000.0,"प्रभाग क्र.30ब,राममंदिर परिसरात पावसाचे पाण्यासाठी चैनेलिंग विषयक कामे करणे"
2018-19,CE20E101/SF1-373,30,ब,,2000000.0,2000000.0,"प्रभाग क्र.30ब,जनता वसाहत भाजी मंडई ते आपला चौक पावसाळी लाईन टाकणे"
2018-19,CE20E101/SF1-374,30,ड,,1000000.0,1000000.0,"प्रभाग क्र.30ड,जनता वसाहत-दत्तवाडी विविध ठिकाणी पावसाळी लाईन टाकणे."
2018-19,CE20E101/SF1-375,31,अ,,2000000.0,2000000.0,प्रभाग क्र. 31 अ मधील विदिशा सोसायटी येथे पावसाळी लाईन टाकणे.
2018-19,CE20E101/SF1-376,31,क,,1000000.0,1000000.0,प्रभाग क्र. 31 क मधील विविध ठिकाणी पावसाळी लाईन टाकणे व सुधारणा करणे.
2018-19,CE20E101/SF1-377,31,क,,1000000.0,1000000.0,प्रभाग क्र. 31 क मधील पावसाळी ओढा साफ करणे व गाळ काढणे.
2018-19,CE20E101/SF1-378,31,ड,,2500000.0,2500000.0,प्रभाग क्र. 31 ड मधील विविध ठिकाणी पावसाळी लाईन साफ करणे.
2018-19,CE20E101/SF1-379,32,अ,,1500000.0,1500000.0,प्रभाग क्र. 32 अ मधील पॉप्युलरनगर येथे पावसाळी लाईन टाकणे.
2018-19,CE20E101/SF1-380,33,अ,,1500000.0,1500000.0,प्रभाग क्र. 33 अ मधील वडगाव बु. गो-हे यांच्या घरापासून मातोश्री बंगल्यापर्यंत पावसाळी लाईन टाकणे.
2018-19,CE20E101/SF1-381,33,अ,,2500000.0,2500000.0,"प्रभाग क्र. 33 अ मधील वडगाव बु. येथे विविध ठिकाणी विलास दांगट घर गावठाण परिसर, हैप्पी कॉलनी, जाधवनगर, विकासनगर, घुलेनगर, निवृत्ती नगर, हायवे परिसरात पावसाळी लाईन टाकणे, दुरुस्ती करणे, बदलणे."
2018-19,CE20E101/SF1-382,33,अ,,1500000.0,1500000.0,प्रभाग क्र. 33 अ मधील सुवासिनी मंगल कार्यालय परिसरात पावसाळी लाईन टाकणे.
2018-19,CE20E101/SF1-383,34,अ,,1000000.0,1000000.0,प्रभाग क्र. 34 अ मधील पावसाळी लाईनची दुरुस्ती करणे व चेंबर बदलणे.
2018-19,CE20E101/SF1-384,34,अ,,1000000.0,1000000.0,"प्रभाग क्र. 34 अ मधील माणिकबाग, आनंदनगर परिसरात पावसाळी लाईन टाकणे."
2018-19,CE20E101/SF1-385,34,क,,1000000.0,1000000.0,"प्रभाग क्र.34क,मध्ये विविध ठिकाणी पावसाळी गटारे व तद्नुषंगिक कामे करणे."
2018-19,CE20E101/SF1-386,34,क,,1000000.0,1000000.0,"प्रभाग क्र.34क,मध्ये पितृछाया बंगला व आनंदविहार परिसरात पावसाळी गटार व तद्नुषंगिक कामे करणे."
2018-19,CE20E101/SF1-387,34,क,,1000000.0,1000000.0,"प्रभाग क्र.34क,मध्ये आनंदनगर परिसरात पावसाळी लाईन विकसित करणे."
2018-19,CE20E101/SF1-388,36,अ,,2000000.0,2000000.0,प्रभाग क्र. 36 अ मधील विविध ठिकाणी पावसाळी लाईन टाकणे.
2018-19,CE20E101/SF1-389,36,अ,,1000000.0,1000000.0,प्रभाग क्र. 36 अ मधील विविध ठिकाणी पावसाळी लाईन टाकणे.
2018-19,CE20E101/SF1-390,38,अ,,1000000.0,1000000.0,प्रभाग क्र. 38 अ मधील झांबरे वस्ती येथे पावसाळी गटार टाकणे.
2018-19,CE20E101/SF1-391,38,अ,,3000000.0,3000000.0,प्रभाग क्र. 38 अ मधील विविध ठिकाणी स्ट्रॉम वॉटर लाईन टाकणे.
2018-19,CE20E101/SF1-392,38,ब,,1000000.0,1000000.0,"प्रभाग क्र.38ब,राजेश सोसायटी परिसरात पावसाळी लाईन टाकणे"
2018-19,CE20E101/SF1-393,38,ब,,1000000.0,1000000.0,"प्रभाग क्र.38ब,उत्कर्ष सोसायटी मधील पावसाळी गटार दुरूस्ती करणे"
2018-19,CE20E101/SF1-394,38,क,,1000000.0,1000000.0,"प्रभाग क्र.38क,सुखसागर भाग 1 अंबामाता चौक व विविध ठिकाणी पावसाळी गटार लाईन टाकणे"
2018-19,CE20E101/SF1-395,38,क,,1000000.0,1000000.0,"प्रभाग क्र.38क,जोगेश्वरी नगर व विविध ठिकाणी पावसाळी गटार लाईन टाकणे"
2018-19,CE20E101/SF1-396,38,क,,1000000.0,1000000.0,"प्रभाग क्र.38क,वाघजाई नगर व विविध ठिकाणी पावसाळी गटार लाईन टाकणे"
2018-19,CE20E101/SF1-397,38,क,,1000000.0,1000000.0,"प्रभाग क्र.38क,उत्कर्ष सोसायटी परीसरामध्ये पावसाळी लाईन साफ करणे व पावसाळई चेंबर दुरूस्ती करणे"
2018-19,CE20E101/SF1-398,40,अ,,1000000.0,1000000.0,"प्रभाग क्र.40अ,मध्ये संतोषनगर परिसरात पावसाळी लाईन टाकणे"
2018-19,CE20E101/SF1-399,40,अ,,1000000.0,1000000.0,"प्रभाग क्र.40अ,मध्ये चंद्रभागानगर परिसरात पावसाळी लाईन टाकणे"
2018-19,CE20E101/SF1-400,40,अ,,1000000.0,1000000.0,"प्रभाग क्र.40अ,मध्ये दत्तनगर परिसरात पावसाळी लाईन टाकणे"
2018-19,CE20E101/SF1-401,40,अ,,1000000.0,1000000.0,"प्रभाग क्र.40अ,मध्ये आगम मंदिर परिसरात पावसाळी लाईन टाकणे"
2018-19,CE20E101/SF1-402,40,क,,1000000.0,1000000.0,प्रभाग क्र.40 क मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.
2018-19,CE20E101/SF1-403,40,ड,,1000000.0,1000000.0,प्रभाग क्र.40 ड मधील भारती विद्यापीठ जिजामाता चौक येथे पावसाळी लाईन टाकणे.
2018-19,CE20E101/SF1-404,41,अ,,3000000.0,3000000.0,प्रभाग क्र. 41 अ मधील विविध ठिकाणी पावसाळी लाईन टाकणे
2018-19,CE20E101/SF1-405,41,ब,,1000000.0,1000000.0,"प्रभाग क्र.41ब, कोंढवा बु.परिसरातील गोकुळनगर, साईनगर, लक्ष्मीनगर,काकडेवस्ती स.नं.5,6 व येवलेवाडी परिसरात पावसाळी लाईन टाकणे"
2018-19,CE20E101/SF1-406,41,क,,3000000.0,3000000.0,प्रभाग क्र. 41 क मधील विविध ठिकाणी पावसाळी लाईन टाकणे.
2018-19,CE20E101/SF1-407,16,,,1000000.0,1000000.0,"प्र.क्र.16, (स्विकृत सदस्य) सोमवार पेठ ड्रेनेज दुरूस्ती चेंबर दुरूस्ती पावसाळी लाईन दुरूस्ती व तद्नुषंगिक कामे करणे (भाग 1)"
2018-19,CE20E101/SF1-408,16,,,1000000.0,1000000.0,"प्र.क्र.16, (स्विकृत सदस्य) सोमवार पेठ ड्रेनेज दुरूस्ती चेंबर दुरूस्ती पावसाळी लाईन दुरूस्ती व तद्नुषंगिक कामे करणे (भाग 2)"
2018-19,CE20E101/SF1-409,38,ड,,1000000.0,1000000.0,प्रभाग क्र. 38 ड मधील चिंतामणी हॉटेलमागे पावसाळी लाईन टाकणे.
2018-19,CE20E101/SF1-410,12,ड,,1000000.0,1000000.0,प्रभाग क्र. 12 ड मधील कोथरुड गावठाण परिसरातील पावसाळी लाईन विषयक कामे करणे.
2018-19,CE20E101/SF1-411,12,ड,,1000000.0,1000000.0,प्रभाग क्र. 12 ड मधील शास्त्रीनगर परिसरातील पावसाळी लाईन विषयक कामे करणे.
2018-19,CE20E101/SF1-412,12,ड,,1000000.0,1000000.0,प्रभाग क्र. 12 ड मधील गुजरात कॉलनी परिसरातील पावसाळी लाईन विषयक कामे करणे.
2018-19,CE20E101/SF1-414,18,,,500000.0,500000.0,प्रभाग क्र.18 मध्ये पावसाळी लाईन व तद्नुषंगिक कामे करणे
2019-20,CE20E101/SF1-501,3,क,,1000000.0,1000000.0,"प्रभाग क्र.3क, मधील विविध परिसरामध्ये पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-502,3,ड,,2000000.0,2000000.0,"प्रभाग क्र.३ ड त्रिदलनगर,शांतिरक्षक ते नगररोड पर्यंतच्या पावसाळी नाल्याची दुरुस्ती करणे."
2019-20,CE20E101/SF1-503,3,ड,,1000000.0,1000000.0,"प्रभाग क्र.३ड संजयपार्क,त्रिदलनगर,शांतिरक्षक ते नगररोड पावसाळी नाल्याची दुरुस्ती करणे."
2019-20,CE20E101/SF1-504,4,ब,,1000000.0,1000000.0,प्रभाग क्र.४ब श्रीराम नगर येथे पावसाळी लाईन टाकणे.
2019-20,CE20E101/SF1-505,6,क,,1000000.0,1000000.0,प्रभाग क्र.६ क मध्ये अहुरा वाईन्स ते गुंजन चौकापर्यत पावसाळी लाईन टाकणे
2019-20,CE20E101/SF1-506,7,ब,,1000000.0,1000000.0,प्रभाग क्र. ७ ब मध्ये ९० ते ९५ गोखलेनगर चाळीत पावसाळी लाईन टाकणे
2019-20,CE20E101/SF1-507,7,क,,1000000.0,1000000.0,"प्रभाग क्र.7क,मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-508,10,अ,,500000.0,500000.0,"प्रभाग क्र.10अ,मधील कोथरूड डेपो परिसर व इतरत्र नवीन पावसाळी लाईन टाकणे व साफसफाई करणे."
2019-20,CE20E101/SF1-509,10,अ,,1000000.0,1000000.0,"प्रभाग क्र.10अ,एकलव्य कॉलेज परिसरात पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-510,10,अ,,1000000.0,1000000.0,"प्रभाग क्र.10अ,मध्ये महात्मा सोसायटी परिसर व इतरत्र पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-511,10,ब,,1000000.0,1000000.0,"प्रभाग क्र.10ब,मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-512,10,क,,1000000.0,1000000.0,"प्रभाग क्र.10क,मधील शास्त्रीनगर व प्रभागात विविध ठिकाणी पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-513,10,ड,,1000000.0,1000000.0,"प्रभाग क्र.10ड, बावधन-कोथरूड डेपो अंतर्गत प्रभागातील विविध ठिकाणचे पावसाळी चेंबर साफसफाई करणे."
2019-20,CE20E101/SF1-514,11,अ,,1000000.0,1000000.0,"प्रभाग क्र.11अ,मध्ये सोसायटया परिसरात विविध ठिकाणी मोठ्या व्यासाच्या पावसाळी लाईन टाकणे."
2019-20,CE20E101/SF1-515,11,क,,1000000.0,1000000.0,"प्रभाग क्र.11क,जयभवानीनगर येथे पावसाळी लाईन दुरूस्ती विषयक कामे करणे."
2019-20,CE20E101/SF1-516,11,क,,1000000.0,1000000.0,"प्रभाग क्र.11क,साम्राज्य पेठकर व सुतारदरा परिसरातील पावसाळी लाईन दुरूस्ती विषय़क कामे करणे."
2019-20,CE20E101/SF1-517,11,क,,1000000.0,1000000.0,"प्रभाग क्र.11क,मधील विविध ठिकाणी पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-518,11,ड,,1000000.0,1000000.0,"प्रभाग क्र.11ड,येथे विविध ठिकाणी तसेच अनंतकृपा सोसायटी परिसरामध्ये पावसाळी लाईन टाकणे व सिमेंट कॉक्रीटीकऱण कऱणे."
2019-20,CE20E101/SF1-519,12,अ,,1000000.0,1000000.0,प्रभाग क्र. 12 अ मधील विविध ठिकाणी रस्त्यामधील खाली गेलेली पावसाळी चेंबर समपातळीत उचलणे व चेंबर कव्हर बदलणे.
2019-20,CE20E101/SF1-520,12,अ,,1000000.0,1000000.0,"प्रभाग क्र. 12 अ मधील गजरात कॉलनी येथील पावसाळी लाईन दुरुस्त करणे, व साफसफाई करणे."
2019-20,CE20E101/SF1-521,12,अ,,1000000.0,1000000.0,प्रभाग क्र. 12 अ मधील विविध ठिकाणी पावसाळी लाईन दुरुस्त करणे व साफसफाई करणे.
2019-20,CE20E101/SF1-522,13,अ,,1000000.0,1000000.0,"प्रभाग क्र.13अ,मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे व चेंबर दुरूस्ती कामे करणे"
2019-20,CE20E101/SF1-523,13,क,,1000000.0,1000000.0,"प्रभाग क्र.13क,मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे."
2019-20,CE20E101/SF1-524,14,अ,,1000000.0,1000000.0,प्रभाग क्र. १४ अ मध्ये विविध ठिकाणी पावसाळी लाईन साफसफाई करणे .
2019-20,CE20E101/SF1-525,15,ब,,1000000.0,1000000.0,"प्रभाग क्र.15ब,मधील सुभाषनगर पिकॉक हॉटेल ते वाडीया हॉस्पीटल येथे पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे"
2019-20,CE20E101/SF1-526,15,ब,,1000000.0,1000000.0,"प्रभाग क्र.15ब,मधील हिराबाग चौक ते पासलकर चौक दरम्यान पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-527,15,ब,,1000000.0,1000000.0,"प्रभाग क्र.15ब,मध्ये टिळक रोड व सुभाषऩगर येथे पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे"
2019-20,CE20E101/SF1-528,15,ड,,1000000.0,1000000.0,"प्रभाग क्र.15ड,मध्ये सदाशिव पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे."
2019-20,CE20E101/SF1-529,15,ड,,1000000.0,1000000.0,"प्रभाग क्र.15ड,मध्ये नारायण पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे."
2019-20,CE20E101/SF1-530,15,ड,,1000000.0,1000000.0,"प्रभाग क्र.15ड,मध्ये बुधवार पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे."
2019-20,CE20E101/SF1-531,15,ड,,1000000.0,1000000.0,"प्रभाग क्र.15ड,मध्ये शनिवार पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे."
2019-20,CE20E101/SF1-532,15,ड,,1000000.0,1000000.0,"प्रभाग क्र.15ड,मध्ये शुक्रवार पेठ परिसरात व प्रभागात इतरत्र पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे."
2019-20,CE20E101/SF1-533,16,अ,,1000000.0,1000000.0,"प्रभाग क्र. 16 अ मंगळवार पेठ पारगे चौक ते श्रीकृष्ण चौक, श्रमिकनगर येथे पावसाळी लाईन टाकणे."
2019-20,CE20E101/SF1-534,16,ड,,1000000.0,1000000.0,प्रभाग क्र.16 ड येथे विविध ठिकाणी पावसाळी लाईन टाकणे व तदनुषंगिक कामे करणे.
2019-20,CE20E101/SF1-535,17,अ,,1000000.0,1000000.0,"प्रभाग क्र.१७अ, मध्ये विविध ठिकाणी पावसाळी लाईनीचे विविध विकास कामे करणे."
2019-20,CE20E101/SF1-536,17,ब,,1000000.0,1000000.0,प्रभाग क्र. 17 ब मधील पावसाळी लाईन दुरुस्त करणे
2019-20,CE20E101/SF1-537,17,ब,,1000000.0,1000000.0,प्रभाग क्र. 17 ब मधील रामोशी गेट ते 213 भवानी पेठ या ठिकाणी पावसाळी लाईन टाकणे
2019-20,CE20E101/SF1-538,17,ब,,1000000.0,1000000.0,प्रभाग क्र. 17 ब मधील 213 ते 202 भवानी पेठ या ठिकाणी पावसाळी लाईन टाकणे
2019-20,CE20E101/SF1-539,17,ब,,1000000.0,1000000.0,प्रभाग क्र. 17 ब मधील 202 ते 190 भवानी पेठ या ठिकाणी पावसाळी लाईन टाकणे
2019-20,CE20E101/SF1-540,17,क,,1000000.0,1000000.0,"प्रभाग क्र.१७ क, मध्ये विविध ठिकाणी पावसाळी लाईन व तद्‌नुषंगीक कामे करणे."
2019-20,CE20E101/SF1-541,18,अ,,1000000.0,1000000.0,"प्रभाग क्र.18अ,संपूर्ण टिंबर मार्केट परिसरात पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-542,18,क,,5000000.0,5000000.0,"प्रभाग क्र.18क,मधील सिंहगड गॅरेज चौक ते 180 वसाहतीपर्यंत रस्ता पावसाळी व ड्रेनेज लाईन टाकून संपूर्ण रस्ता विकसित करणे."
2019-20,CE20E101/SF1-543,18,ड,,1000000.0,1000000.0,"प्रभाग क्र. 18 ड मध्ये गुरुवार पेठ, कस्तुरी चौक,प्रभाग क्र. 18 ड गंजपेठ परिसरामध्ये पावसाळी लाईन साफसफाई करणे."
2019-20,CE20E101/SF1-544,18,ड,,1000000.0,1000000.0,"प्रभाग क्र. 18 ड मध्ये शुक्रवार पेठ, शिवाजी रोड, स्वारगेट लाईन परिसर,प्रभाग क्र. 18 ड खडकमाळ आळी परिसरामध्ये पावसाळी साफसफाई करणे."
2019-20,CE20E101/SF1-545,18,ड,,1000000.0,1000000.0,प्रभाग क्र. 18 ड मध्ये विविध ठिकाणी पावसाळी लाईन साफसफाई करणे.
2019-20,CE20E101/SF1-546,18,ड,,1000000.0,1000000.0,प्रभाग क्र. 18 ड मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.
2019-20,CE20E101/SF1-547,19,ब,,1000000.0,1000000.0,प्रभाग क्र.१९ ब लोहियानगर व काशिवाडी परिसरातील पावसाळी लाईन दुरुस्ती व गाळ काढणे
2019-20,CE20E101/SF1-548,19,ब,,1000000.0,1000000.0,प्रभाग क्र.१९ ब हरकानगर व चुडामण तालिम परिसरातील पावसाळी लाईन दुरुस्ती व गाळ काढणे.
2019-20,CE20E101/SF1-549,19,ब,,1000000.0,1000000.0,प्रभाग क्र.१९ ब भवानी पेठ परिसरातील पावसाळी लाईन दुरुस्ती व गाळ काढणे. इतर तदनुषंगिक कामे करणे.
2019-20,CE20E101/SF1-550,19,ब,,1000000.0,1000000.0,प्रभाग क्र.१९ ब एकबोटे कॅालनी परिसरातील पावसाळी लाईन दुरुस्ती व गाळ काढण इतर तदनुषंगिक कामे करणे. इतर तदनुषंगिक कामे करणे.
2019-20,CE20E101/SF1-551,19,क,,1000000.0,1000000.0,प्रभाग क्र १९ क मध्ये पावसाळी लाईन दुरुस्ती विषयक कामे करणे
2019-20,CE20E101/SF1-552,19,क,,500000.0,500000.0,प्रभाग क्र १९ क विविध ठिकाणी पावसाळी जाळी बसविणे
2019-20,CE20E101/SF1-553,19,ड,,1000000.0,1000000.0,"प्रभाग क्र. १९ ड, मध्ये पी.एम.सी. कॉलनी क्र १० येथे पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-554,19,ड,,1000000.0,1000000.0,"प्रभाग क्र. १९ ड, मध्ये जुना मोटार स्टँड ते धम्मा पाल पर्यत पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-555,20,अ,,1000000.0,1000000.0,"प्रभाग क्र.२० अ मध्ये नानापेठ, मंगळवार पेठ राजेवाडी येथे विविध ठिकाणी पावसाळी लाईन टाकणे."
2019-20,CE20E101/SF1-556,20,क,,1000000.0,1000000.0,"प्रभाग क्र.20क,मध्ये संत कबीर चौक ते शांताबाई लडकत शाळा या ठिकाणी 18 इंची पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-557,20,ड,,1000000.0,1000000.0,प्रभाग क्र.२० ड मध्ये पुणे स्टेशन परिसरात पावसाळी लाईन टाकणे.
2019-20,CE20E101/SF1-558,20,ड,,1000000.0,1000000.0,प्रभाग क्र.२० ड मध्ये ससूण हॉस्पिटल समोर पावसाळी लाईन टाकणे.
2019-20,CE20E101/SF1-559,20,ड,,1000000.0,1000000.0,प्रभाग क्र.२० ड मध्ये पॉवर हाऊस ते कादरभाई चौक पावसाळी लाईन टाकणे.
2019-20,CE20E101/SF1-560,22,क,,1000000.0,1000000.0,"प्रभाग क्र.22क,मधील मुंढवा स्मशानभूमी रोडला पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-561,28,अ,,1500000.0,1500000.0,"प्रभाग क्र.28अ,मध्ये मिरा सोसायटी ते पंजाबी हॉल नाल्यापर्यंत पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-562,28,अ,,1000000.0,1000000.0,"प्रभाग क्र.28अ,मध्ये डायसप्लॉट चौक ते गोल्डन बेकरी नाल्यापर्यंत पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-563,28,क,,1000000.0,1000000.0,प्रभाग क्र. 28 क येथील पुनम टेरेस अपार्टमेंट ते संत नामदेव शाळेपर्यंत पावसाळी लाईन टाकणे.
2019-20,CE20E101/SF1-564,28,क,,1000000.0,1000000.0,प्रभाग क्र. 28 क येथे सुपर लॉन्ड्री ते लक्ष्मी मंगल कार्यालय येथे पावसाळी लाईन टाकणे.
2019-20,CE20E101/SF1-565,28,क,,1000000.0,1000000.0,प्रभाग क्र. 28 क महर्षीनगर व मुकुंदनगर येथे पावसाळी लाईन व तदनुषंगिक कामे करणे.
2019-20,CE20E101/SF1-566,28,ड,,1000000.0,1000000.0,"प्रभाग क्र.28ड,मध्ये टि.म.वि.कॉलनीमध्ये व विविध ठिकाणी पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-567,29,अ,,1000000.0,1000000.0,"प्रभाग क्र.29अ,विविध ठिकाणी पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-568,29,ड,,1000000.0,1000000.0,प्रभाग क्र. 29 ड- विविध ठिकाणी पावसाळी लाईन टाकणे.
2019-20,CE20E101/SF1-569,30,ब,,1000000.0,1000000.0,"प्रभाग क्र.30ब,मध्ये पावसाळी जाळी बसविणे व दुरूस्ती विषयक कामे करणे."
2019-20,CE20E101/SF1-570,30,ब,,1000000.0,1000000.0,"प्रभाग क्र.30ब,पावसाळी लाईन दुरूस्ती व सफाई करणे"
2019-20,CE20E101/SF1-571,30,क,,1000000.0,1000000.0,"प्रभाग क्र.30क,स.नं.132 पासून दांडेकर पूल चौक पर्यंत मोठ्या व्यासाची पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-572,31,क,,1000000.0,1000000.0,प्रभाग क्र. 31 क पावसाळी ओढा साफ करणे व गाळ काढणे.
2019-20,CE20E101/SF1-573,31,ड,,2500000.0,2500000.0,प्रभाग क्र. 31 ड मधील चिंतामणी सोसायटी परिसरात रस्ता पावसाळी लाईन टाकणे.
2019-20,CE20E101/SF1-574,31,ड,,1000000.0,1000000.0,प्रभाग क्र. 31 ड मधील विविध ठिकाणी पावसाळी लाईन साफ करणे.
2019-20,CE20E101/SF1-575,32,अ,,1500000.0,1500000.0,"प्रभाग क्र.32अ,पॉप्युलरनगर येथे पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-576,33,अ,,1000000.0,1000000.0,"प्रभाग क्र.33अ,मधील वडगाव बुद्रुक विविध ठिकाणी पावसाळी लाईन टाकणे, दुरूस्त करणे व इतर विविध कामे करणे"
2019-20,CE20E101/SF1-577,33,अ,,1000000.0,1000000.0,"प्रभाग क्र.33अ,मधील धबाडी,वडगाव बुद्रुक, आंबेगाव बुद्रुक परिसरात विविध ठिकाणी पावसाळी लाईन टाकणे, दुरूस्त करणे व इतर विविध कामे करणे."
2019-20,CE20E101/SF1-578,33,ब,,1000000.0,1000000.0,प्रभाग क्र.३३ब वडगाव व धायरी परिसरात पावसाळी लाईन विषयक कामे करणे.
2019-20,CE20E101/SF1-579,34,क,,1000000.0,1000000.0,"प्रभाग क्र.34क,मध्ये हिंगणे खु व माणिकबाग परिसरात पावसाळी लाईन टाकणे."
2019-20,CE20E101/SF1-580,34,क,,1000000.0,1000000.0,"प्रभाग क्र.34क,मध्ये आनंदनगर व सनसिटी परिसरात विविध ठिकाणी पावसाळी लाईन टाकणे."
2019-20,CE20E101/SF1-581,35,अ,,1000000.0,1000000.0,"प्रभाग क्र.35अ,सहकारनगर नं.2 येथे विविध ठिकाणी पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-582,36,ड,,1000000.0,1000000.0,प्रभाग क्र.36ड मध्ये गणेश स्वीट ते पापळ वस्ती पावसाळी लाईन टाकणे.
2019-20,CE20E101/SF1-583,37,अ,,1000000.0,1000000.0,प्रभाग क्र. 37 अ मध्ये विघ्नहर्ता नगर येथे विविध ठिकाणी पावसाळी लाईन टाकणे.
2019-20,CE20E101/SF1-584,37,अ,,1000000.0,1000000.0,प्रभाग क्र. 37 अ मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे.
2019-20,CE20E101/SF1-585,38,अ,,2000000.0,2000000.0,"प्रभाग क्र.38अ,मध्ये विविध ठिकाणी स्ट्रॉम वॉटर लाईन टाकणे"
2019-20,CE20E101/SF1-586,38,ब,,1000000.0,1000000.0,"प्रभाग क्र. 38 ब शालिनी सोसायटी समोरील रोड मध्ये पावसाळी लाईन करणे.,"
2019-20,CE20E101/SF1-587,38,क,,1000000.0,1000000.0,"प्रभाग क्र.38क,मोरेवस्ती व प्रभागात विविध ठिकाणी पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-588,38,क,,1000000.0,1000000.0,"प्रभाग क्र.38क,राजीव गांधीनगर व प्रभागात विविध ठिकाणी पावसाळी लाईन टाकणे"
2019-20,CE20E101/SF1-589,38,ड,,1000000.0,1000000.0,प्रभाग क्र.३८ड मध्ये विविध ठिकाणी पावसाळी लाईन टाकणे
