fy,table,sheet,sr,col0_wardnumbers,ward_office,account_code,dept,amount_lakh
2022-23,WardOfficePlan,WardOfficePlan2223,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B113,Sewerage_foul,105.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,52.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,27.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,15.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,0.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,7.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,47.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,106.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,57.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,85.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,47.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,0.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,153.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,75.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,22.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,40.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,90.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,5.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,67.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,60.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,60.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,60.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,60.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,0.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,60.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,57.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,45.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,66.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,64.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,0.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,67.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,134.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,20.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,88.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,98.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,0.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,79.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,102.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,17.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,25.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,55.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,7.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,150.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,36.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,5.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,5.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,45.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,0.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,61.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,114.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,68.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,27.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,37.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,0.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,81.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,200.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,62.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,37.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,10.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,0.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,140.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,75.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,20.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,17.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,15.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,0.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,117.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,50.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,0.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,35.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,0.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,0.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,87.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,160.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,62.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,72.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,85.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,0.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,70.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,120.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,70.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,80.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,70.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,0.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,110.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,75.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,62.5
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,50.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,30.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,0.0
2022-23,WardOfficeNonPlan,WardOfficeNonPlan2223,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,45.0
2022-23,CitizensPlan,CitizensPlan2223,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,0.0
2022-23,CitizensPlan,CitizensPlan2223,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,0.0
2022-23,CitizensPlan,CitizensPlan2223,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2022-23,CitizensPlan,CitizensPlan2223,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2022-23,CitizensPlan,CitizensPlan2223,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2022-23,CitizensPlan,CitizensPlan2223,1.0,,नगररोड - वडगावशेरी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,0.0
2022-23,CitizensPlan,CitizensPlan2223,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,0.0
2022-23,CitizensPlan,CitizensPlan2223,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,0.0
2022-23,CitizensPlan,CitizensPlan2223,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2022-23,CitizensPlan,CitizensPlan2223,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2022-23,CitizensPlan,CitizensPlan2223,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2022-23,CitizensPlan,CitizensPlan2223,2.0,,येरवडा - कळस - धानोरी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,0.0
2022-23,CitizensPlan,CitizensPlan2223,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,0.0
2022-23,CitizensPlan,CitizensPlan2223,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,0.0
2022-23,CitizensPlan,CitizensPlan2223,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2022-23,CitizensPlan,CitizensPlan2223,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2022-23,CitizensPlan,CitizensPlan2223,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2022-23,CitizensPlan,CitizensPlan2223,3.0,,ढोलेपाटील क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,0.0
2022-23,CitizensPlan,CitizensPlan2223,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,0.0
2022-23,CitizensPlan,CitizensPlan2223,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,0.0
2022-23,CitizensPlan,CitizensPlan2223,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2022-23,CitizensPlan,CitizensPlan2223,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2022-23,CitizensPlan,CitizensPlan2223,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2022-23,CitizensPlan,CitizensPlan2223,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,0.0
2022-23,CitizensPlan,CitizensPlan2223,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,0.0
2022-23,CitizensPlan,CitizensPlan2223,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,0.0
2022-23,CitizensPlan,CitizensPlan2223,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2022-23,CitizensPlan,CitizensPlan2223,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2022-23,CitizensPlan,CitizensPlan2223,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2022-23,CitizensPlan,CitizensPlan2223,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,0.0
2022-23,CitizensPlan,CitizensPlan2223,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,46.5
2022-23,CitizensPlan,CitizensPlan2223,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,25.0
2022-23,CitizensPlan,CitizensPlan2223,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2022-23,CitizensPlan,CitizensPlan2223,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2022-23,CitizensPlan,CitizensPlan2223,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,5.0
2022-23,CitizensPlan,CitizensPlan2223,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,37.5
2022-23,CitizensPlan,CitizensPlan2223,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,31.0
2022-23,CitizensPlan,CitizensPlan2223,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,24.0
2022-23,CitizensPlan,CitizensPlan2223,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,31.0
2022-23,CitizensPlan,CitizensPlan2223,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2022-23,CitizensPlan,CitizensPlan2223,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,5.0
2022-23,CitizensPlan,CitizensPlan2223,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,24.0
2022-23,CitizensPlan,CitizensPlan2223,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,105.0
2022-23,CitizensPlan,CitizensPlan2223,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,40.0
2022-23,CitizensPlan,CitizensPlan2223,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2022-23,CitizensPlan,CitizensPlan2223,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,5.0
2022-23,CitizensPlan,CitizensPlan2223,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2022-23,CitizensPlan,CitizensPlan2223,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,30.0
2022-23,CitizensPlan,CitizensPlan2223,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,42.5
2022-23,CitizensPlan,CitizensPlan2223,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,15.0
2022-23,CitizensPlan,CitizensPlan2223,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,40.0
2022-23,CitizensPlan,CitizensPlan2223,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,47.5
2022-23,CitizensPlan,CitizensPlan2223,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2022-23,CitizensPlan,CitizensPlan2223,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,24.0
2022-23,CitizensPlan,CitizensPlan2223,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,0.0
2022-23,CitizensPlan,CitizensPlan2223,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,0.0
2022-23,CitizensPlan,CitizensPlan2223,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2022-23,CitizensPlan,CitizensPlan2223,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2022-23,CitizensPlan,CitizensPlan2223,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
2022-23,CitizensPlan,CitizensPlan2223,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,0.0
2022-23,CitizensPlan,CitizensPlan2223,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,0.0
2022-23,CitizensPlan,CitizensPlan2223,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,0.0
2022-23,CitizensPlan,CitizensPlan2223,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2022-23,CitizensPlan,CitizensPlan2223,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2022-23,CitizensPlan,CitizensPlan2223,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,5.0
2022-23,CitizensPlan,CitizensPlan2223,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16B130,Sewerage_foul,0.0
2022-23,CitizensPlan,CitizensPlan2223,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20A1196,Roads,103.0
2022-23,CitizensPlan,CitizensPlan2223,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE20C406,Electrical,24.0
2022-23,CitizensPlan,CitizensPlan2223,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,CE22A547,Buildings,0.0
2022-23,CitizensPlan,CitizensPlan2223,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,FE14A121,Slum,0.0
2022-23,CitizensPlan,CitizensPlan2223,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,ZE16A117,WaterSupply,0.0
