fy,table,sheet,sr,col0_wardnumbers,ward_office,account_code,dept,amount_lakh
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,66.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,53.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,4.0,,औंध - बाणेर क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,77.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,72.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,10.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,40.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,90.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,5.0,,शिवाजीनगर - घोले रोड क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,87.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,150.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,10.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,55.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,55.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,6.0,,कोथरूड - बावधन क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,75.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,148.25
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,36.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,70.25
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,17.75
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,7.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,7.0,,धनकवडी - सहकारनगर क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,98.75
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,152.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,44.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,82.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,51.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,8.0,,सिंहगड रोड क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,120.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,82.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,90.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,40.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,80.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,9.0,,वारजे - कर्वेनगर क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,60.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,97.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,17.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,80.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,45.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,10.0,,हडपसर - मुंढवा क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,40.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,35.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,50.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,42.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,10.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,11.0,,वानवडी - रामटेकडी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,37.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,12.0,,कोंढवा - येवलेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,120.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,30.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,125.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,62.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,13.0,,कसबा - विश्रामबागवाडा क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,112.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,146.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,64.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,RE22C301,Buildings,42.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,RE14B301,Slum,49.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,XE12B301,WaterSupply,15.0
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,14.0,,भवानी पेठ क्षेत्रीय कार्यालय एकूण बेरीज,XE23A301,Sewerage_foul,132.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20A301,Roads,62.5
2019-20,WardOfficeNonPlan,WardOfficeNonPlan1920,15.0,,बिबवेवाडी क्षेत्रीय कार्यालय एकूण बेरीज,RE20C301,Electrical,32.5
